val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
0.9077989459037781,0.7149871546660811,0.8254858797008213,0.8715796746029056,0,86,,,,
,,,,0,86,1.5244582891464233,0.5089918762867124,0.63172957380661,0.7496359759363634
